"","deputat","partia","perc_for","votes_for","year","tvo","oblast","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"217","Морозенко Євгеній Вадимович","самовисування",18.55,10448,2014,28,"Дніпропетровська область",29,"NA",0,0
"218","Яцук Владислав Миколайович","ПОЛІТИЧНА ПАРТІЯ ""ВСЕУКРАЇНСЬКЕ АГРАРНЕ ОБ’ЄДНАННЯ ""ЗАСТУП""",9.11,5134,2014,28,"Дніпропетровська область",29,"NA",0,0
"219","Козлов Юрій Романович","політична партія Всеукраїнське об’єднання ""Батьківщина""",7.44,4190,2014,28,"Дніпропетровська область",29,"Тимошенко",8.46400176678445,6132
"220","Коваленко Анатолій Миколайович","самовисування",7.01,3951,2014,28,"Дніпропетровська область",29,"NA",0,0
"221","Колесніков Олексій Володимирович","Радикальна Партія Олега Ляшка",6.23,3510,2014,28,"Дніпропетровська область",29,"Ляшко",5.16646422261484,3743
"222","Суханов Сергій Анатолійович","Партія Сергія Тігіпка ""Сильна Україна""",5.27,2970,2014,28,"Дніпропетровська область",29,"NA",0,0
"223","Збарська Катерина Юріївна","Партія ""Громадська сила""",5.01,2822,2014,28,"Дніпропетровська область",29,"NA",0,0
"224","Швачко Андрій Валерійович","Комуністична партія України",4.87,2744,2014,28,"Дніпропетровська область",29,"Симоненко",2.52871024734982,1832
"225","Кожушко Микола Миколайович","самовисування",2.19,1238,2014,28,"Дніпропетровська область",29,"NA",0,0
"226","Аббасов Заур Джаваншир огли","самовисування",0.77,438,2014,28,"Дніпропетровська область",29,"NA",0,0
"227","Купрій Віталій Миколайович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",29.71,16688,2014,29,"Дніпропетровська область",28,"Порошенко",46.6323842970024,37180
"228","Клименко Анатолій Володимирович","Політична партія ""НАРОДНИЙ ФРОНТ""",18.27,10266,2014,29,"Дніпропетровська область",28,"NA",0,0
"229","Швець Микола Антонович","самовисування",13.32,7484,2014,29,"Дніпропетровська область",28,"NA",0,0
"230","Шинкевич Віктор Геннадійович","Партія Сергія Тігіпка ""Сильна Україна""",10.63,5973,2014,29,"Дніпропетровська область",28,"NA",0,0
"231","Бордовська Віра Семенівна","Комуністична партія України",7.81,4391,2014,29,"Дніпропетровська область",28,"Симоненко",2.52602533550734,2014
"232","Дзоз Микола Оникійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",6.73,3785,2014,29,"Дніпропетровська область",28,"Тимошенко",9.62749278816004,7676
"233","Москалець Михайло Миколайович","Радикальна Партія Олега Ляшка",4.72,2656,2014,29,"Дніпропетровська область",28,"Ляшко",4.37727329737865,3490
"234","Москаленко Роман Анатолійович","самовисування",3.28,1843,2014,29,"Дніпропетровська область",28,"NA",0,0
"235","Писаревський Костянтин Іванович","самовисування",3.19,1797,2014,29,"Дніпропетровська область",28,"NA",0,0
"236","Прокудін Олександр Геннадійович","Українська партія ""Зелена планета""",2.28,1283,2014,29,"Дніпропетровська область",28,"NA",0,0
"237","Дубінін Олександр Іванович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",26.08,17887,2014,30,"Дніпропетровська область",30,"Порошенко",44.425285647749,44830
"238","Захорольський Олег Іванович","самовисування",25.99,17826,2014,30,"Дніпропетровська область",30,"NA",0,0
