"","deputat","partia","perc_for","votes_for","tvo","oblast","year","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"203","Антемюк Віктор Дмитрович","самовисування",4,3958,11,"Вінницька область",2012,11,NA,0,0
"204","Добровольський Віталій Олександрович","самовисування",3.7,3664,11,"Вінницька область",2012,11,NA,0,0
"205","Березовський В’ячеслав Миколайович","політична партія Конгрес Українських Націоналістів",1.89,1873,11,"Вінницька область",2012,11,NA,0,0
"206","Кулініч Роман Олександрович","Партія Наталії Королевської ""Україна – Вперед!""",0.82,814,11,"Вінницька область",2012,11,NA,0,0
"207","Порошенко Петро Олексійович","самовисування",71.52,73493,12,"Вінницька область",2012,12,NA,0,0
"208","Базелюк Володимир Васильович","політична партія Всеукраїнське об’єднання ""Свобода""",9.12,9375,12,"Вінницька область",2012,12,"Тягнибок",1.64102760956978,1710
"209","Максимчук Борис Анатолійович","самовисування",5.16,5308,12,"Вінницька область",2012,12,NA,0,0
"210","Іорданов Юрій Іванович","самовисування",4.51,4636,12,"Вінницька область",2012,12,NA,0,0
"211","Бондарчук Іван Миколайович","Комуністична партія України",3.6,3703,12,"Вінницька область",2012,12,"Симоненко",2.56422559811138,2672
"212","Барчишен Олег Вікторович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",3.15,3245,12,"Вінницька область",2012,12,NA,0,0
"213","Костирко Дмитро Олександрович","Партія регіонів",2.52,2597,12,"Вінницька область",2012,12,"Янукович",12.215579205973,12729
"214","Дмитрів Олег Степанович","політична партія Конгрес Українських Націоналістів",0.37,390,12,"Вінницька область",2012,12,NA,0,0
"215","Катеринчук Микола Дмитрович","політична партія Всеукраїнське об’єднання ""Батьківщина""",64.34,62393,13,"Вінницька область",2012,13,"Тимошенко",54.1060305198161,59673
"216","Юрчишин Петро Васильович","самовисування",15.4,14939,13,"Вінницька область",2012,13,NA,0,0
"217","Гайдаєв Юрій Олександрович","Комуністична партія України",8.44,8192,13,"Вінницька область",2012,13,"Симоненко",2.63580230122678,2907
"218","Зубко Ігор Миколайович","самовисування",5.43,5266,13,"Вінницька область",2012,13,NA,0,0
"219","Черній Василь Васильович","Народна Партія",1.33,1290,13,"Вінницька область",2012,13,"Литвин",2.48528865072673,2741
"220","Кавунець Андрій Володимирович","Партія регіонів",1.23,1200,13,"Вінницька область",2012,13,"Янукович",13.6341792925858,15037
"221","Шепелев Олександр Олександрович","самовисування",0.61,597,13,"Вінницька область",2012,13,NA,0,0
"222","Добруцький Ігор Ігорович","самовисування",0.54,533,13,"Вінницька область",2012,13,NA,0,0
"223","Яремчук Юрій Якович","самовисування",0.5,493,13,"Вінницька область",2012,13,NA,0,0
